FP2-F4,GSR
374,2
374,3
373,3
373,4
372,4
371,2
371,1
371,5
370,1
370,0
370,2
368,2
368,0
368,2
367,2
367,2
367,3
367,4
367,4
366,3
366,3
366,5
366,4
366,2
365,0
365,3
364,2
364,3
364,0
364,2
364,1
363,4
363,3
362,3
362,2
362,2
362,1
362,0
362,0
362,0
362,0
362,1
361,0
361,0
361,5
361,4
360,3
360,5
360,2
360,5
360,4
359,3
359,3
359,3
358,0
358,4
358,2
358,1
358,2
358,4
357,5
357,5
357,2
356,1
356,4
356,4
356,1
355,2
355,4
354,5
354,0
354,4
354,3
353,4
353,2
353,1
353,3
353,3
352,4
352,5
351,3
351,5
351,5
351,2
351,2
351,4
351,3
351,5
350,0
350,2
349,0
349,4
348,5
348,4
348,2
348,2
348,5
348,5
347,0
347,3
347,0
347,4
347,1
346,0
346,1
346,5
345,5
345,1
345,5
344,1
344,0
344,4
344,1
344,4
344,0
343,5
343,1
342,5
342,4
341,0
341,0
341,3
341,4
341,1
340,5
340,0
340,0
339,4
339,2
339,4
339,5
338,0
338,0
338,4
338,0
337,2
337,1
337,3
337,2
337,3
337,1
337,4
337,1
336,3
336,5
336,4
336,1
335,2
335,3
335,5
335,5
335,3
335,2
335,2
335,1
335,4
334,1
334,3
334,3
334,5
334,1
334,1
334,2
333,5
333,1
333,1
333,5
333,1
333,4
333,0
333,4
333,2
333,1
332,0
332,1
332,1
331,1
331,0
331,4
331,2
331,5
331,4
331,1
331,4
330,2
330,5
330,3
330,4
329,1
329,0
329,2
329,4
329,2
328,5
328,2
328,4
328,5
328,5
328,1
327,1
327,4
327,3
327,2
327,0
326,5
326,2
326,3
326,5
326,0
326,5
326,4
326,3
326,2
325,4
325,2
325,2
325,1
325,2
325,2
325,1
325,4
324,0
324,3
324,3
324,1
324,2
323,5
323,0
323,2
323,1
323,5
322,5
322,2
322,0
322,1
322,1
322,5
322,5
322,3
321,1
321,0
321,3
321,4
321,4
320,5
320,5
319,0
319,5
319,0
319,4
318,4
318,4
318,2
318,3
318,2
318,1
318,0
318,1
318,0
317,0
317,5
317,4
317,3
316,0
316,2
316,5
316,0
316,3
315,3
315,0
315,0
315,4
315,5
315,0
315,1
315,0
314,5
314,4
314,4
314,1
314,2
313,0
313,0
313,5
313,5
313,4
313,5
312,4
312,3
312,0
312,3
311,4
311,2
311,4
311,3
311,5
311,1
311,1
311,3
311,5
311,2
311,5
310,4
310,0
310,4
310,1
310,1
310,3
310,1
310,4
310,4
310,1
310,4
309,1
309,0
309,1
309,3
309,0
309,4
309,4
309,4
309,4
309,5
309,2
308,4
308,5
308,4
308,1
308,3
308,1
308,1
307,4
307,2
307,5
307,4
307,5
307,0
307,0
307,0
307,3
307,5
307,5
307,3
306,2
306,4
306,1
306,0
306,3
306,1
306,4
306,2
306,4
306,2
306,0
306,2
305,1
305,4
305,5
305,2
305,4
305,4
304,3
304,1
304,1
304,4
304,5
304,5
303,3
303,0
303,3
302,1
302,3
302,0
302,1
302,1
302,1
302,4
302,5
302,1
302,1
302,1
302,1
302,4
301,2
301,4
301,2
301,1
301,4
301,2
301,4
301,5
301,0
301,0
301,2
300,5
300,4
300,5
300,1
300,1
300,4
300,4
300,2
300,3
300,4
299,5
299,3
299,4
299,4
299,5
299,1
298,2
298,1
298,1
298,0
298,5
298,0
298,4
298,4
298,5
298,5
297,2
297,4
297,4
297,3
297,1
297,0
297,0
297,5
297,3
297,4
297,0
296,5
296,0
296,2
296,2
296,5
296,4
296,4
296,3
296,0
295,4
295,4
295,0
295,5
295,4
295,0
295,4
295,2
295,0
295,0
295,4
294,5
294,3
294,1
294,3
294,0
294,5
294,0
294,2
294,5
293,3
293,5
293,5
293,3
293,1
293,4
293,5
293,5
293,4
292,3
292,5
292,3
292,4
292,2
292,1
292,0
292,0
292,0
292,4
292,0
291,1
291,4
291,0
291,4
291,4
291,4
291,5
291,2
291,0
291,3
291,5
291,0
291,4
291,1
290,3
290,3
290,1
290,3
290,1
290,3
290,4
290,0
290,0
290,0
290,0
290,0
289,0
289,2
289,5
289,1
289,5
289,0
289,0
288,2
288,2
288,1
288,2
288,0
288,5
288,5
288,2
288,0
288,3
288,1
287,0
287,4
287,2
287,2
287,2
287,3
287,4
287,4
287,4
286,0
286,4
286,5
286,4
286,3
286,4
286,1
286,4
286,5
286,2
286,1
286,3
286,5
286,5
286,3
285,1
285,3
285,5
285,5
285,0
285,1
285,2
285,2
285,3
285,5
285,1
285,1
285,1
284,2
284,2
284,3
284,0
284,5
284,2
284,5
284,2
284,2
284,4
284,0
284,0
284,0
284,0
284,0
284,4
284,5
284,5
283,5
283,1
283,4
283,2
283,0
283,2
283,5
283,2
283,4
283,1
283,0
283,4
283,1
283,4
283,5
283,5
283,5
283,3
283,5
283,4
283,4
282,2
282,5
282,0
282,1
282,2
282,0
282,4
282,5
282,1
282,2
282,2
282,3
281,3
281,4
281,5
281,1
281,1
281,2
281,5
281,0
281,3
281,1
281,2
281,3
281,5
281,4
280,3
280,4
280,5
280,2
280,5
280,2
280,0
280,4
280,5
280,0
280,5
279,4
279,0
279,2
279,3
279,2
279,5
279,1
279,1
279,3
279,3
279,3
279,3
279,0
279,2
279,1
279,0
279,3
278,4
278,2
278,3
278,3
278,5
278,1
278,1
278,1
278,5
278,0
278,4
278,5
277,0
277,3
277,5
277,0
277,4
277,3
277,0
277,2
277,0
277,4
277,2
277,0
277,1
277,1
277,4
277,4
277,4
277,2
277,0
277,4
277,1
277,1
277,5
277,4
277,4
276,3
276,0
276,2
276,3
276,4
276,0
276,4
276,4
276,5
276,1
276,3
276,1
276,5
276,0
276,0
276,1
276,2
276,4
276,5
276,4
276,4
275,2
275,1
275,2
275,0
275,5
275,3
275,0
275,0
275,0
275,0
275,3
275,0
275,4
275,0
275,1
275,3
275,1
275,4
275,5
275,0
275,4
274,1
274,2
274,3
274,1
274,2
274,3
274,5
274,4
274,5
274,4
274,5
274,3
274,5
274,5
274,1
274,3
274,1
274,0
274,0
274,2
274,0
274,0
274,0
273,3
273,0
273,2
273,5
273,4
273,1
273,4
273,3
273,1
273,1
273,3
273,3
273,1
273,5
273,5
273,1
273,0
273,2
273,5
273,4
273,2
273,4
272,0
272,3
272,2
272,4
272,4
272,3
272,0
272,1
272,4
272,4
272,2
272,4
272,5
272,5
272,4
272,1
272,4
272,4
272,2
272,3
271,0
271,3
271,3
271,1
271,3
271,0
271,5
271,0
271,3
271,0
271,4
271,2
271,3
271,4
271,3
271,3
271,3
271,0
271,0
271,0
271,5
271,2
270,5
270,0
270,1
270,4
270,4
270,1
270,2
270,2
270,0
270,3
270,1
270,1
270,2
270,2
270,0
270,5
270,0
270,1
270,5
270,2
270,3
269,4
269,4
269,4
269,1
269,5
269,5
269,1
269,0
269,5
269,4
269,5
269,3
269,1
269,2
269,3
269,2
269,4
269,4
269,2
268,2
268,4
268,5
268,2
268,4
268,3
268,4
268,1
268,0
268,4
268,2
268,4
268,1
268,3
268,1
268,4
268,5
267,1
267,4
267,1
267,3
267,4
267,0
267,5
267,2
267,1
267,2
267,2
267,4
267,4
267,4
267,5
267,2
267,1
267,2
267,4
267,5
267,1
267,0
267,0
267,5
267,3
266,2
266,5
266,5
266,2
266,2
266,4
266,3
266,0
266,5
266,1
266,3
266,1
266,1
266,0
266,2
266,1
266,1
265,1
265,2
265,3
265,2
265,3
265,1
265,5
265,0
265,4
265,1
265,4
265,2
265,2
265,2
265,5
265,2
265,4
265,5
265,4
265,0
265,2
264,1
264,4
264,4
264,4
264,5
264,2
264,4
264,5
264,3
264,4
264,1
264,0
264,5
264,5
264,4
264,4
264,0
264,5
264,3
264,3
264,4
264,4
264,1
264,0
264,0
264,0
264,3
263,5
263,3
263,0
263,4
263,2
263,5
263,2
263,5
263,0
263,4
263,1
263,3
263,0
263,5
263,2
263,2
263,4
263,4
263,0
262,2
262,3
262,3
262,0
262,5
262,5
262,5
262,0
262,5
262,2
262,4
262,5
262,5
262,5
262,2
262,3
262,4
262,2
262,2
262,3
261,1
261,0
261,5
261,1
261,3
261,2
261,0
261,0
261,4
261,5
261,5
261,1
261,4
261,2
261,3
261,1
261,0
261,5
261,2
261,0
261,5
261,2
261,2
261,5
261,1
261,3
261,1
261,1
261,5
260,0
260,2
260,4
260,5
260,3
260,2
260,3
260,0
260,2
260,5
260,0
260,4
260,4
260,1
260,3
260,4
260,4
260,4
260,0
260,4
260,0
260,5
260,0
260,1
260,2
260,3
260,2
260,2
260,1
260,3
260,3
259,1
259,3
259,4
259,3
259,1
259,0
259,0
259,3
259,1
259,3
259,0
259,3
259,5
259,4
259,3
259,4
259,1
259,1
259,5
259,2
259,1
258,1
258,0
258,0
258,1
258,3
258,5
258,3
258,0
258,3
258,0
258,1
258,2
258,1
258,5
258,5
258,3
258,2
258,4
258,0
258,3
258,2
258,1
258,0
258,3
258,2
258,2
258,0
258,2
258,5
258,4
258,5
258,2
257,0
257,0
257,2
257,4
257,5
257,0
257,5
257,5
257,5
257,2
257,1
257,5
257,5
257,4
257,0
257,2
257,5
257,0
257,5
257,2
257,2
257,3
257,0
257,4
257,3
257,2
257,2
256,5
256,3
256,5
256,2
256,0
256,0
256,3
256,5
256,1
256,1
256,3
256,4
256,0
256,0
256,4
256,5
256,3
256,2
256,0
256,5
256,5
256,3
256,4
256,2
256,5
256,5
256,2
256,0
256,4
256,2
255,4
255,3
255,2
255,2
255,1
255,2
255,4
255,1
255,0
255,1
255,2
255,3
255,0
255,1
255,1
255,1
255,0
255,0
255,3
255,4
255,0
255,0
255,3
255,5
255,0
255,4
255,0
255,5
255,0
255,1
255,3
255,2
255,0
255,3
255,4
255,1
254,2
254,4
254,1
254,5
254,4
254,1
254,5
254,2
254,0
254,3
254,4
254,2
254,4
254,3
254,4
254,1
254,4
254,5
254,4
254,4
254,3
254,5
254,3
254,2
254,0
254,2
253,1
253,5
253,5
253,2
253,1
253,4
253,3
253,4
253,4
253,3
253,4
253,0
253,3
253,2
253,0
253,0
253,0
253,1
253,2
253,3
253,3
253,2
253,2
253,3
253,5
253,3
253,0
253,3
253,4
252,0
252,4
252,0
252,0
252,0
252,5
252,1
252,2
252,0
252,1
252,4
252,0
252,4
252,5
252,5
252,0
252,4
252,5
252,1
252,2
252,2
252,4
252,4
252,5
252,5
252,3
252,0
252,4
252,3
252,3
252,5
252,0
252,5
252,4
252,3
252,2
252,4
252,3
251,0
251,5
251,1
251,5
251,5
251,0
251,1
251,0
251,0
251,4
251,5
251,1
251,0
251,0
251,1
251,5
251,1
251,4
251,5
251,1
251,5
251,0
251,5
251,5
251,3
251,5
251,0
251,4
251,4
251,4
251,2
251,4
251,2
251,2
251,1
251,0
251,5
251,4
251,4
251,2
250,2
250,5
250,5
250,4
250,4
250,3
250,1
250,1
250,4
250,4
250,1
250,1
250,2
250,1
250,1
250,4
250,2
250,3
250,4
250,0
250,0
250,1
250,4
250,5
250,1
250,0
250,4
250,5
250,0
250,3
250,1
250,0
250,1
249,4
249,5
249,1
249,2
249,4
249,0
249,3
249,5
249,0
249,0
249,4
249,2
249,4
249,5
249,3
249,3
249,1
249,2
249,0
249,4
249,0
249,1
249,0
249,4
249,0
249,1
249,4
249,3
249,5
248,2
248,0
248,2
248,5
248,0
248,1
248,0
248,3
248,2
248,4
248,1
248,4
248,5
248,3
248,4
248,2
248,1
248,5
248,4
248,4
248,4
248,2
248,3
248,5
248,1
248,3
248,3
248,0
248,1
248,5
247,4
247,3
247,0
247,2
247,5
247,3
247,5
247,5
247,4
247,2
247,2
247,5
247,3
247,0
247,2
247,0
247,1
247,2
247,3
247,1
247,1
247,3
247,3
247,3
247,1
247,2
247,0
247,0
247,4
247,4
247,3
247,3
247,2
247,0
247,2
247,5
246,3
246,3
246,0
246,1
246,4
246,4
246,3
246,1
246,1
246,4
246,0
246,5
246,4
246,3
246,4
246,1
246,5
246,5
246,1
246,5
246,2
246,2
246,1
246,0
246,4
246,5
246,4
246,3
246,1
246,1
246,0
246,3
246,0
246,2
246,3
246,1
246,2
246,5
246,0
246,4
246,3
246,5
246,5
246,2
246,0
245,5
245,0
245,4
245,0
245,3
245,4
245,2
245,4
245,1
245,2
245,4
245,2
245,1
245,4
245,2
245,3
245,5
245,5
245,4
245,3
245,2
245,5
245,2
245,5
245,4
245,2
245,3
245,4
245,0
245,4
245,2
245,3
245,0
245,4
245,5
245,4
245,2
245,2
245,2
245,1
245,4
244,0
244,3
244,0
244,2
244,5
244,1
244,4
244,1
244,1
244,0
244,3
244,5
244,3
244,1
244,4
244,2
244,4
244,2
244,5
244,5
244,3
244,0
244,3
244,5
244,0
244,1
244,2
244,0
244,2
244,5
244,2
244,4
244,5
244,4
244,3
244,2
244,3
243,3
243,4
243,2
243,5
243,2
243,4
243,1
243,1
243,4
243,0
243,0
243,4
243,1
243,1
243,2
243,0
243,2
243,4
243,0
243,1
243,5
243,5
243,2
243,2
243,3
243,5
243,5
243,3
243,4
243,3
243,0
243,5
243,4
243,3
243,4
243,2
243,4
242,5
242,1
242,5
242,0
242,4
242,4
242,0
242,5
242,3
242,4
242,1
242,2
242,4
242,5
242,3
242,3
242,3
242,2
242,3
242,2
242,2
242,2
242,1
242,0
242,0
242,3
242,4
242,4
242,3
242,5
242,3
242,0
242,3
242,4
242,3
242,3
242,0
242,1
242,4
242,1
242,0
242,0
242,4
241,0
241,3
241,5
241,2
241,1
241,0
241,2
241,0
241,4
241,2
241,5
241,4
241,5
241,3
241,1
241,4
241,0
241,2
241,1
241,3
241,3
241,3
241,3
241,3
241,3
241,5
241,4
241,2
241,3
241,0
241,1
241,1
241,0
241,4
241,5
241,5
241,3
241,5
241,2
241,1
241,3
241,4
241,3
241,3
241,3
241,3
241,5
240,0
240,3
240,5
240,5
240,2
240,1
240,3
240,4
240,5
240,4
240,3
240,4
240,1
240,5
240,1
240,3
240,2
240,4
240,1
240,5
240,3
240,2
240,1
240,0
240,2
240,2
240,2
240,3
240,5
240,4
240,1
240,3
240,2
240,5
240,0
240,2
240,1
240,1
240,2
240,3
240,2
240,3
240,1
240,2
240,3
240,3
240,0
240,0
240,3
240,5
240,2
240,3
239,5
239,3
239,4
239,5
239,4
239,4
239,3
239,4
239,3
239,0
239,4
239,2
239,4
239,2
239,3
239,5
239,5
239,2
239,4
239,2
239,2
239,5
239,1
239,1
239,2
239,0
239,4
239,0
239,4
239,5
239,5
239,5
239,0
239,1
239,2
239,0
239,1
239,0
239,5
239,5
239,3
239,2
239,3
239,1
239,5
239,2
238,5
238,2
238,2
238,2
238,2
238,1
238,2
238,5
238,0
238,2
238,3
238,2
238,5
238,5
238,0
238,4
238,1
238,5
238,5
238,4
238,2
238,2
238,3
238,1
238,1
238,4
238,2
238,3
238,5
238,3
238,2
238,1
238,1
238,5
238,2
238,0
238,3
238,2
238,5
238,4
238,4
238,5
238,5
238,3
238,5
238,4
238,3
238,2
238,5
238,4
237,3
237,5
237,2
237,4
237,5
237,4
237,2
237,4
237,0
237,5
237,2
237,1
237,2
237,0
237,0
237,2
237,4
237,2
237,4
237,4
237,5
237,1
237,4
237,0
237,1
237,3
237,0
237,1
237,5
237,5
237,2
237,3
237,1
237,2
237,2
237,0
237,5
237,5
237,2
237,0
237,2
237,3
237,3
237,4
237,3
237,4
237,2
237,4
237,0
236,3
236,3
236,2
236,3
236,2
236,3
236,0
236,5
236,0
236,3
236,4
236,0
236,1
236,3
236,0
236,0
236,5
236,0
236,4
236,4
236,4
236,3
236,4
236,0
236,4
236,5
236,4
236,0
236,0
236,3
236,5
236,3
236,5
236,5
236,0
236,0
236,2
236,1
236,0
236,1
236,3
236,2
236,5
235,1
235,1
235,1
235,5
235,1
235,3
235,4
235,2
235,0
235,1
235,2
235,0
235,3
235,2
235,3
235,0
235,5
235,0
235,2
235,2
235,0
235,0
235,3
235,5
235,0
235,0
235,2
235,1
235,1
235,5
235,0
235,0
235,0
235,3
235,4
235,2
235,1
235,5
235,3
235,2
235,5
235,0
235,5
235,5
235,5
235,3
235,2
235,2
235,5
235,5
235,0
235,0
234,1
234,3
234,4
234,5
234,0
234,5
234,3
234,5
234,3
234,4
234,1
234,4
234,3
234,1
234,2
234,3
234,5
234,0
234,1
234,4
234,4
234,3
234,2
234,2
234,2
234,5
234,3
234,5
234,3
234,3
234,1
234,0
234,3
234,4
234,3
234,5
234,4
234,5
234,1
234,5
234,2
234,2
234,0
234,2
234,4
234,3
234,3
234,5
233,1
233,3
233,3
233,3
233,5
233,2
233,0
233,2
233,3
233,4
233,1
233,1
233,2
233,2
233,5
233,0
233,0
233,2
233,2
233,2
233,2
233,2
233,3
233,4
233,0
233,3
233,3
233,5
233,4
233,1
233,1
233,5
233,1
233,1
233,4
233,4
233,2
233,4
233,5
233,2
233,4
233,2
233,0
233,2
233,2
233,2
232,4
232,3
232,1
232,3
232,3
232,3
232,1
232,4
232,3
232,3
232,2
232,3
232,3
232,4
232,4
232,0
232,1
232,0
232,4
232,1
232,5
232,1
232,4
232,1
232,0
232,0
232,1
232,5
232,0
232,2
232,2
232,3
232,2
232,5
232,0
232,5
232,2
232,3
232,4
232,0
232,0
232,3
232,1
231,4
231,4
231,4
231,4
231,4
231,5
231,5
231,2
231,4
231,1
231,3
231,4
231,4
231,1
231,4
231,1
231,0
231,3
231,3
231,4
231,5
231,4
231,0
231,0
231,3
231,2
231,1
231,1
231,5
231,0
231,4
231,4
231,5
231,4
231,1
231,1
231,2
231,3
231,1
231,1
231,2
231,5
231,4
231,5
231,3
231,5
231,2
231,5
231,0
231,3
231,2
231,4
231,0
230,2
230,4
230,2
230,1
230,1
230,1
230,1
230,3
230,0
230,0
230,2
230,2
230,3
230,3
230,0
230,0
230,0
230,0
230,3
230,3
230,5
230,1
230,5
230,4
230,4
230,0
230,3
230,0
230,0
230,3
230,1
230,2
230,4
230,4
230,4
230,2
230,3
230,3
230,5
230,3
230,3
230,3
230,0
230,2
230,5
230,1
230,5
230,4
230,1
230,0
230,4
230,2
230,2
229,3
229,5
229,4
229,0
229,1
229,0
229,2
229,5
229,1
229,4
229,0
229,0
229,4
229,5
229,1
229,4
229,0
229,5
229,4
229,5
229,1
229,4
229,1
229,0
229,5
229,5
229,0
229,1
229,3
229,2
229,2
229,0
229,1
229,5
229,5
229,2
229,5
229,4
229,0
229,2
229,0
229,2
229,3
229,5
229,0
229,0
229,1
229,0
229,2
229,1
229,3
229,5
229,1
229,5
229,0
229,3
229,5
228,4
228,2
228,5
228,0
228,4
228,4
228,0
228,3
228,0
228,5
228,4
228,0
228,4
228,0
228,3
228,4
228,2
228,0
228,5
228,0
228,3
228,2
228,5
228,0
228,4
228,5
228,5
228,2
228,3
228,2
228,5
228,0
228,3
228,1
228,2
228,2
228,1
228,5
228,5
228,4
228,2
228,0
228,3
228,5
228,2
228,0
228,0
228,5
228,4
228,4
227,4
227,2
227,5
227,2
227,5
227,4
227,5
227,4
227,4
227,3
227,3
227,0
227,2
227,2
227,2
227,1
227,1
227,5
227,2
227,5
227,1
227,0
227,4
227,3
227,0
227,0
227,4
227,1
227,3
227,0
227,4
227,1
227,3
227,3
227,2
227,2
227,3
227,5
227,0
227,3
227,1
227,2
227,5
227,2
227,0
227,0
227,5
227,5
227,0
227,5
227,1
227,2
227,3
227,5
227,1
227,5
227,0
227,4
227,0
227,1
227,5
227,0
227,4
227,0
227,0
227,1
227,0
227,2
227,3
227,2
226,4
226,0
226,5
226,3
226,0
226,4
226,5
226,2
226,3
226,1
226,1
226,3
226,0
226,3
226,1
226,4
226,2
226,4
226,2
226,4
226,4
226,1
226,1
226,0
226,4
226,1
226,4
226,5
226,0
226,3
226,1
226,2
226,5
226,4
226,4
226,3
226,0
226,2
226,3
226,0
226,3
226,1
226,0
226,4
226,4
226,0
226,3
226,4
226,5
226,1
226,4
226,3
225,5
225,1
225,2
225,2
225,4
225,0
225,4
225,3
225,2
225,3
225,0
225,4
225,1
225,0
225,3
225,5
225,1
225,4
225,3
225,5
225,5
225,1
225,5
225,4
225,2
225,4
225,4
225,0
225,2
225,4
225,4
225,2
225,2
225,1
225,3
225,3
225,5
225,3
225,5
225,0
225,1
225,2
225,4
225,5
225,5
225,5
225,3
225,0
225,3
225,1
225,0
225,1
225,4
225,1
225,4
225,3
225,5
225,1
225,5
225,3
225,4
225,5
225,2
225,2
225,2
224,4
224,2
224,0
224,4
224,0
224,1
224,4
224,2
224,1
224,4
224,2
224,3
224,5
224,1
224,2
224,1
224,2
224,0
224,2
224,0
224,2
224,2
224,5
224,0
224,1
224,5
224,3
224,0
224,1
224,3
224,0
224,4
224,1
224,1
224,5
224,0
224,2
224,4
224,3
224,5
224,0
224,3
224,3
224,2
224,0
224,1
224,0
224,2
224,1
224,2
224,4
224,0
224,5
224,3
224,3
224,1
224,4
224,1
224,1
224,3
224,0
224,4
224,0
224,5
224,4
224,2
224,5
224,2
224,1
224,0
224,4
224,0
224,0
224,3
224,0
224,5
224,5
224,0
224,3
224,0
224,2
224,5
224,0
223,1
223,3
223,0
223,2
223,0
223,4
223,1
223,3
223,3
223,5
223,1
223,2
223,5
223,3
223,3
223,5
223,1
223,2
223,1
223,1
223,5
223,0
223,0
223,1
223,3
223,5
223,0
223,2
223,3
223,4
223,1
223,3
223,2
223,4
223,2
223,2
223,3
223,4
223,1
223,4
223,2
223,1
223,0
223,4
223,3
223,3
223,2
223,4
223,4
223,0
223,3
223,2
223,0
223,5
223,0
222,2
222,1
222,1
222,3
222,1
222,5
222,1
222,0
222,2
222,1
222,0
222,2
222,2
222,3
222,2
222,3
222,1
222,1
222,4
222,2
222,1
222,0
222,3
222,4
222,0
222,5
222,3
222,4
222,4
222,4
222,4
222,0
222,0
222,5
222,0
222,4
222,5
222,5
222,1
222,4
222,5
222,5
222,5
222,1
222,2
222,0
222,2
222,1
222,0
222,4
222,5
222,0
222,3
222,2
222,3
222,3
222,1
222,0
222,0
222,5
222,2
222,4
222,0
222,5
222,0
222,3
222,5
222,1
222,4
222,2
222,2
222,1
222,5
222,0
221,3
221,0
221,3
221,1
221,1
221,3
221,0
221,3
221,3
221,0
221,1
221,1
